Timestamp,Signature ID,Event Description,Classification,Priority,Protocol,Source IP:Port,Destination IP:Port
03/18/2024-00:36:09.295661,**,,ET CINS Active Threat Intelligence Poor Reputation IP group 47,Classification: Misc Attack,Priority: 2,,
03/18/2024-00:36:13.442381,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-00:36:39.174674,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:37:27.548385,**,,ET HUNTING ZIP file exfiltration over raw TCP,Classification: Misc activity,Priority: 3,,
03/18/2024-00:38:10.369842,**,,ET POLICY curl User-Agent Outbound,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:38:10.372051,**,,GPL ATTACK_RESPONSE id check returned root,Classification: Potentially Bad Traffic,Priority: 2,,
03/18/2024-00:38:17.956667,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-00:38:45.550116,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:40:15.547220,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-00:40:21.305425,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-00:40:23.609967,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-00:40:41.068367,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-00:40:41.292642,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-00:40:54.894113,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:42:28.362789,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-00:43:00.282100,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:44:23.017656,**,,ET INFO Request to Hidden Environment File - Inbound,Classification: Misc activity,Priority: 3,,
03/18/2024-00:44:23.072773,**,,ET SCAN Laravel Debug Mode Information Disclosure Probe Inbound,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:44:28.716268,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-00:44:56.070266,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:45:15.421891,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-00:45:21.996275,**,,ET DROP Spamhaus DROP Listed Traffic Inbound group 22,Classification: Misc Attack,Priority: 2,,
03/18/2024-00:45:21.996275,**,,ET 3CORESec Poor Reputation IP group 6,Classification: Misc Attack,Priority: 2,,
03/18/2024-00:46:27.206381,**,,ET 3CORESec Poor Reputation IP group 15,Classification: Misc Attack,Priority: 2,,
03/18/2024-00:46:27.250748,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-00:46:31.384633,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-00:46:58.711081,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:47:05.993991,**,,ET INFO Request to Hidden Environment File - Inbound,Classification: Misc activity,Priority: 3,,
03/18/2024-00:47:06.035286,**,,ET SCAN Laravel Debug Mode Information Disclosure Probe Inbound,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:47:54.184988,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-00:47:54.185332,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-00:48:12.263920,**,,ET CINS Active Threat Intelligence Poor Reputation IP group 64,Classification: Misc Attack,Priority: 2,,
03/18/2024-00:48:15.243176,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-00:48:23.214840,**,,ET INFO Request to Hidden Environment File - Inbound,Classification: Misc activity,Priority: 3,,
03/18/2024-00:48:33.717038,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-00:49:03.190472,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:50:15.545588,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-00:50:34.695096,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-00:51:01.101528,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:51:04.895859,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:52:36.081874,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-00:53:04.814090,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:53:32.440990,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:54:09.987398,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-00:54:37.981817,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-00:54:42.232510,**,,ET 3CORESec Poor Reputation IP group 13,Classification: Misc Attack,Priority: 2,,
03/18/2024-00:54:50.642128,**,,ET SCAN Zmap User-Agent (Inbound),Classification: Detection of a Network Scan,Priority: 3,,
03/18/2024-00:55:04.394583,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:55:15.421965,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-00:55:29.539335,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:55:34.126783,**,,GPL WEB_SERVER DELETE attempt,Classification: access to a potentially vulnerable web application,Priority: 2,,
03/18/2024-00:55:34.443418,**,,GPL WEB_SERVER DELETE attempt,Classification: access to a potentially vulnerable web application,Priority: 2,,
03/18/2024-00:56:39.280380,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-00:57:08.515779,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:57:57.441918,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-00:58:43.389241,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-00:59:18.185254,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:00:15.563552,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-01:00:45.977742,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:01:28.973058,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:02:46.895075,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:03:14.201513,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:04:10.953695,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:04:10.953771,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:04:11.954006,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:04:13.969930,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:04:18.097972,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:04:26.290020,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:04:42.417979,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:04:47.679754,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:04:57.341444,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:04:57.341502,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:04:58.353914,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:05:00.369992,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:05:04.434008,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:05:12.625919,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:05:14.595416,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:05:15.421440,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-01:05:28.753999,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:06:56.404508,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:07:21.065826,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:07:47.778564,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:07:47.778641,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:07:48.544773,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:07:48.544839,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:07:49.554023,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:07:51.569920,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:07:51.854634,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:07:51.854689,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:07:55.953928,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:08:04.145945,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:08:20.273924,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:08:56.426046,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:09:26.220122,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:10:15.454632,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-01:11:00.010800,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:11:25.898296,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:13:03.691377,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:13:27.403819,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:15:05.494663,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:15:15.465173,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-01:15:31.635533,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:17:09.228011,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:17:36.047076,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:17:37.258702,**,,ET COMPROMISED Known Compromised or Hostile Host Traffic group 2,Classification: Misc Attack,Priority: 2,,
03/18/2024-01:17:37.858531,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:19:10.695839,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:19:35.561794,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:20:14.870163,**,,ET 3CORESec Poor Reputation IP group 3,Classification: Misc Attack,Priority: 2,,
03/18/2024-01:20:15.556510,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-01:20:37.599922,**,,ET 3CORESec Poor Reputation IP group 6,Classification: Misc Attack,Priority: 2,,
03/18/2024-01:20:37.697797,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:20:44.417617,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:21:11.265823,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:21:34.241802,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:22:36.648566,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-01:23:18.147780,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:23:29.663330,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:23:29.663807,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:23:36.388895,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:25:15.418303,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-01:25:22.877429,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:25:39.627850,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:25:41.309285,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-01:25:41.309285,**,,ET 3CORESec Poor Reputation IP group 8,Classification: Misc Attack,Priority: 2,,
03/18/2024-01:27:27.900169,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:27:47.498366,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:29:37.912750,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:29:54.410518,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:30:15.429703,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-01:31:41.008971,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:31:46.059820,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:33:47.549771,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:33:53.295197,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:34:58.058580,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-01:35:15.493934,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-01:35:39.486643,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:35:39.486721,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:35:40.246614,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:35:40.246685,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:35:41.235716,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:35:41.235751,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:35:42.257927,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:35:44.273981,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:35:48.401927,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:35:52.677901,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:35:53.458584,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:35:56.594022,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:36:12.721945,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:36:13.676512,**,,ET CINS Active Threat Intelligence Poor Reputation IP group 47,Classification: Misc Attack,Priority: 2,,
03/18/2024-01:37:52.644941,**,,ET HUNTING ZIP file exfiltration over raw TCP,Classification: Misc activity,Priority: 3,,
03/18/2024-01:37:53.610061,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:37:54.180918,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:39:52.525983,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:40:01.424307,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:40:15.439642,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-01:42:06.666088,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:42:07.281746,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:42:53.048848,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:42:53.048913,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:42:53.278232,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:42:53.278294,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:42:54.289913,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:42:54.981758,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:42:54.981809,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:42:57.009927,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:43:01.041906,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:43:09.233969,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:43:25.361969,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:44:09.694183,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:44:10.295929,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:44:11.059130,**,,ET SCAN Zmap User-Agent (Inbound),Classification: Detection of a Network Scan,Priority: 3,,
03/18/2024-01:45:15.674926,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-01:46:08.735800,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:46:10.383067,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:47:03.435031,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:47:03.435071,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:47:04.465978,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:47:06.481923,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:47:10.641920,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:47:18.833975,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:47:34.961912,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:47:49.767064,**,,ET 3CORESec Poor Reputation IP group 15,Classification: Misc Attack,Priority: 2,,
03/18/2024-01:47:49.812158,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:48:12.910086,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:48:13.518262,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:48:31.837284,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:48:31.837364,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:48:32.271148,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:48:32.271199,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:48:32.836397,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:48:32.836473,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:48:33.841955,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:48:35.857997,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:48:39.985927,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:48:48.177998,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:49:04.305993,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:50:05.401194,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-01:50:11.811392,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:50:11.811892,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:50:15.080553,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:50:15.545686,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-01:50:15.558171,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:51:06.252816,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:52:15.640863,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:52:16.899367,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:54:09.203013,**,,ET 3CORESec Poor Reputation IP group 7,Classification: Misc Attack,Priority: 2,,
03/18/2024-01:54:22.162400,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:54:22.778298,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
