Timestamp,Signature ID,Event Description,Classification,Priority,Protocol,Source IP:Port,Destination IP:Port
03/18/2024-05:57:00.386810,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-05:57:08.402007,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-05:57:18.030076,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-05:57:24.529961,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-05:57:49.686430,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-05:59:22.274192,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-05:59:58.579086,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:00:12.499617,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-06:00:15.427585,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-06:01:35.474432,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:02:00.129785,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:03:37.466339,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:04:08.356383,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:05:15.540424,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-06:05:41.898088,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:06:04.118822,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:07:42.632640,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:08:27.978323,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:09:45.028016,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:10:15.426348,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-06:10:20.855965,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:11:48.472157,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:12:12.643957,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:13:54.196712,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:14:28.238895,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:14:33.960338,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-06:15:15.558221,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-06:15:29.588851,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-06:15:51.924232,**,,SURICATA Applayer Mismatch protocol both directions,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:15:52.109615,**,,SURICATA Applayer Mismatch protocol both directions,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:16:01.024457,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:16:04.404750,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:16:04.404840,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:16:05.425918,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:16:07.441924,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:16:09.169453,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:16:09.169535,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:16:12.121367,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:16:12.121445,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:16:16.305984,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:16:24.498056,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:16:36.910099,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:16:40.625935,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:17:15.742360,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:17:15.742449,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:17:16.404486,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:17:16.404571,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:17:17.426018,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:17:19.441965,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:17:23.633928,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:17:25.470997,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:17:25.471066,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:17:33.617978,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:17:49.745987,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:18:03.282395,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:18:10.999745,**,,ET CINS Active Threat Intelligence Poor Reputation IP group 86,Classification: Misc Attack,Priority: 2,,
03/18/2024-06:18:35.658227,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:19:10.706060,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:19:10.706319,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:20:08.977488,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:20:15.431391,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-06:20:42.852791,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:21:28.259016,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-06:22:09.430789,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:22:37.722714,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:24:16.212514,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:24:44.082744,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:25:15.423354,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-06:26:23.352840,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:26:48.089797,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:27:49.761094,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-06:28:26.900267,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:29:18.277139,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:29:48.482228,**,,ET CINS Active Threat Intelligence Poor Reputation IP group 54,Classification: Misc Attack,Priority: 2,,
03/18/2024-06:30:15.561167,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-06:30:33.982427,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:31:02.911376,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:32:39.692677,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:33:09.092150,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:34:40.021437,**,,ET CINS Active Threat Intelligence Poor Reputation IP group 84,Classification: Misc Attack,Priority: 2,,
03/18/2024-06:34:43.503593,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:35:09.398664,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:35:15.419904,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-06:36:45.982038,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:37:11.322130,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:38:50.223049,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:39:20.749950,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:40:01.744082,**,,ET HUNTING ZIP file exfiltration over raw TCP,Classification: Misc activity,Priority: 3,,
03/18/2024-06:40:15.549523,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-06:40:53.045480,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:41:21.284591,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:41:33.907528,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-06:42:55.744796,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:43:21.174146,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:43:35.568822,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:43:35.568906,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:43:36.593977,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:43:38.609953,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:43:42.641969,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:43:50.833942,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:44:06.961926,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:44:57.786000,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:45:15.432514,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-06:45:19.844669,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:45:24.751488,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:47:02.998317,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:47:28.925051,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:47:28.971202,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:47:28.971292,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:47:30.001923,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:47:31.379029,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:47:31.379140,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:47:32.498240,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:47:32.498288,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:47:34.513986,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:47:36.988915,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:47:38.674022,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:47:46.865916,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:48:02.993931,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:49:08.010238,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:49:33.991690,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:49:39.477518,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:50:15.445580,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-06:50:59.382242,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:50:59.382477,**,,SURICATA STREAM Packet with invalid timestamp,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:51:08.345486,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:51:21.577422,**,,ET CINS Active Threat Intelligence Poor Reputation IP group 47,Classification: Misc Attack,Priority: 2,,
03/18/2024-06:51:34.744082,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:53:11.174965,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:53:43.562179,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:55:12.006374,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:55:15.431270,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-06:55:36.973896,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:55:43.410560,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:55:43.647665,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-06:57:16.302217,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:57:42.670077,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-06:59:20.852759,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-06:59:49.193601,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-07:00:15.559130,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-07:01:26.771941,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-07:01:56.510766,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-07:02:32.486094,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-07:03:29.662337,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-07:03:58.526470,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-07:05:15.548601,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-07:05:33.891827,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-07:06:01.446104,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-07:06:03.745125,**,,ET DROP Spamhaus DROP Listed Traffic Inbound group 22,Classification: Misc Attack,Priority: 2,,
03/18/2024-07:06:03.792684,**,,ET SCAN MS Terminal Server Traffic on Non-standard Port,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-07:06:03.837919,**,,ET SCAN MS Terminal Server Traffic on Non-standard Port,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-07:07:12.002473,**,,SURICATA Applayer Detect protocol only one direction,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:08:34.199603,**,,SURICATA STREAM 3way handshake wrong seq wrong ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:08:40.605681,**,,SURICATA STREAM 3way handshake wrong seq wrong ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:08:46.961904,**,,SURICATA STREAM 3way handshake wrong seq wrong ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:08:53.306825,**,,SURICATA STREAM 3way handshake wrong seq wrong ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:08:59.660749,**,,SURICATA STREAM 3way handshake wrong seq wrong ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:09:06.009690,**,,SURICATA STREAM 3way handshake wrong seq wrong ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:09:12.364083,**,,SURICATA STREAM 3way handshake wrong seq wrong ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:09:34.919836,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-07:09:35.141721,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:09:35.368167,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:09:44.269571,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:09:44.269664,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:09:45.297993,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:09:47.313977,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:09:51.409982,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:09:59.601977,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:10:15.549544,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-07:10:15.729988,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:12:44.021693,**,,ET SCAN Zmap User-Agent (Inbound),Classification: Detection of a Network Scan,Priority: 3,,
03/18/2024-07:13:36.529999,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:13:36.530054,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:13:37.222285,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:13:37.222375,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:13:37.878342,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:13:37.878394,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:13:38.897973,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:13:40.913924,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:13:45.137930,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:13:53.329960,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:14:09.457913,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:15:15.551284,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-07:16:17.865390,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:16:17.865449,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:16:18.865982,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:16:18.965350,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:16:18.965409,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:16:19.549447,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:16:19.549499,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:16:21.553929,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:16:25.649933,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:16:33.841920,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:16:49.969928,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:17:21.906712,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:17:57.516641,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:17:57.516718,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:17:58.545978,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:18:00.561988,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:18:04.721977,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:18:12.914337,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:18:29.041923,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:19:33.102779,**,,ET CINS Active Threat Intelligence Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-07:19:33.110890,**,,SURICATA HTTP unable to match response to request,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-07:20:15.436187,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-07:21:35.248827,**,,ET INFO Request to Hidden Environment File - Inbound,Classification: Misc activity,Priority: 3,,
